Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Target
1.000820497768414,-0.7816720723468876,-0.8476272124968842,0.8185946183432132,0.9219363780076167,0
0.8514099367626543,-1.3157974082181412,-0.46595097807205077,0.8229885920033214,0.04154184056389461,0
-1.0736928461974642,0.4583179391254417,-0.7148072589914705,1.794524848392212,1.5448414624182585,1
0.6040974263555673,1.3610067047697736,0.0647913501233811,0.7654374943750158,1.477720295302075,1
0.2454986817943127,-0.25518717151428366,-1.7046219581771158,-0.08313352572149399,0.8234231845623113,1
0.9456334275676297,0.5043650657184098,-0.5412990949622398,-1.9768215689475905,-0.4952150980047351,0
-0.3043448710539514,-0.3129289671900141,0.6185563569779244,1.9856764110148397,0.12352920184109302,1
-0.21673178915646166,-0.2592218130040925,0.1243847669077142,-0.828293760348399,0.12019855874605508,0
0.4508123363317998,0.20968606357448813,0.4575419340047812,0.4337476093485353,-1.7718966822464437,0
0.6368701583954032,-0.6710148456624536,-1.095839163003958,-1.1044518278549962,0.4335416104725293,0
-0.22257492722485295,-1.6819687839854107,0.47803781519228344,-1.4396081307988273,0.13982135851821087,0
0.23849892567305414,0.8855770816950449,1.7816847864668515,-1.3646763259005417,-0.05247385606304944,0
-0.27633529504421733,0.43374968596096225,0.21566877093361858,-0.35254624273661994,-0.4409021886108555,1
-1.1164508551840475,0.9878615824065092,0.45920418159952925,0.9177681977951373,-0.3103961364755137,1
-0.6568354686944304,-1.0783150666292278,0.3589175837406595,-1.0397932245282346,1.8486630689665502,0
-1.3076425810934404,0.2736601192125019,1.5668547072137862,0.599089759263809,0.17567371249177932,1
-0.9684836469618956,-1.381769188567704,0.7700501089175859,1.5061472407749465,-0.43884999047817147,1
-1.139061507616351,-2.4581694305490185,-0.9807648436625377,-0.11365684249904019,1.5991232408367342,1
0.6731336922329685,0.305085404706753,-0.40011966130113097,-0.5831657172559563,1.4056475975079636,0
0.20073854075838948,-2.102600691921022,-0.6735396478972429,-0.8582160317716268,-0.5462640091774649,0
0.5629106602850852,-0.10744488179424941,-0.07686540700366203,1.3134731613252366,-0.6964610897866884,1
1.8641995258873496,-0.6713075913710861,0.08919819661257138,-0.2812035954027669,0.12341913350096105,0
0.44459199507312896,0.43383524008887653,-0.75311733062058,-1.1229146774475707,2.5031717909057107,0
-0.4839843396005531,0.6992124386719866,-1.6076413105231968,-0.2796127199046768,-0.12719938398244293,1
0.4728150699278325,-2.722454140991939,0.16614061307833064,-1.1497414553678929,0.32434571119492384,0
-1.036329196838163,-0.8554826959255813,-0.27362761039326816,-1.0523294696031953,-0.47553444673535483,0
-1.1933757685433153,-1.8331704516987275,1.0179570524293595,-1.2960486928239283,-0.17868088760798354,0
0.7528910814937849,-0.6149441025160431,-0.8251658997455379,0.22623808866742148,1.117933822727152,0
-1.1693152650864689,-0.15014783201743892,-1.7324945949673274,-0.39320100368219,0.034204684538075444,1
-0.8546246417550657,-0.45699183382523145,-1.40822676830745,0.07707861138149362,1.0556942488831498,1
-1.0971438697704636,-0.6226717665523829,0.5025462464541818,1.2120907193227362,-1.4931898122089313,1
-0.16878473741594932,0.283130822319525,-0.10205639062884797,-2.476792066877087,0.5010900093087719,0
1.5193363510906441,0.11666175116950343,-1.0311060532942633,-0.5131272463642831,1.769913067655593,0
0.9099625408605586,0.6400266183843293,0.35641258353437605,-0.6611371121909724,-0.20057118065576857,0
-0.07792273567851586,0.549574316064444,1.5089188942669034,1.118338136793128,-1.4193843557960406,1
0.22399496890104872,0.736763345167897,0.6188603301446354,-0.6292337633874194,2.9141092157683617,1
-1.2770845623311189,-1.08318844666605,0.2335950812615763,2.1168030549638535,-0.8361948507041709,1
-0.2658283656469923,1.0772936730156928,-0.0178621548877335,-0.3346038545302957,0.5656329018867201,1
0.2725179902295931,1.0304387856367914,1.2914688890653634,0.3070030600053617,0.291732725378309,1
0.21411098228613354,0.4891305566492876,0.05517063787146392,-0.0006084823222894505,1.1966271208272423,1
1.5161161803550431,-1.5075529446334208,0.010021151740569072,-0.6886944334452347,-0.3109714664860723,0
0.40251620973532143,0.6694383715424684,-0.1121264436113449,-1.9133403347228028,-0.9650455805761796,0
0.896499670200166,-2.7404264220349313,1.1874271516819999,0.5212299906445413,1.316176081530022,0
-0.19856918688096045,-2.061405424022905,0.430362641506498,1.2746531240383412,0.924721805513421,1
-0.6626914834880354,0.0867610754626467,-0.532836268779924,-0.8192664641893721,0.955388571179851,1
-1.1975323112651621,-0.8938164305816126,-1.1040256334723855,-1.4902475232990466,0.14641429184260343,0
1.161503048481976,-0.18487675624526564,-1.5057478005641665,0.8399445397420275,1.6857017540349715,1
-0.6462423241465945,-0.4785542667177183,0.5156606300833942,1.6218737477850513,-0.5198341457252261,1
-1.332449780998205,0.6314186062724064,0.7990680731422993,0.006131450435226853,-0.5581332596574506,1
0.9943787309920463,0.5280360045479643,-0.7684355169034929,0.0490947313056715,-1.3517075320246466,0
0.6858904564379201,-0.2622335693828559,-0.4357108323847371,-0.03287448515243416,0.040307699330247825,0
0.8949300615655605,0.5910905313252215,-0.1564092787928027,0.7636681497189952,0.40073725369161306,1
-0.4265996362860371,-0.1247181582364859,-0.1482228888431208,0.5052613431742017,-0.36702261472164177,1
-0.3904091864216333,1.9687573094339588,0.9397354817471042,-0.7606006644251391,0.5709409939421983,1
0.11835006565517724,0.3915511752600938,0.13734132456510456,1.1896426454852358,0.34562034465144587,1
-0.062088698214287405,1.0421905769830173,0.233285041087872,0.12147857932905783,0.3140226024861145,1
-0.0936090233663665,0.009226992995468902,-0.5866945887618727,-0.7511672196238788,-0.9985703864824396,0
